place_id,name,address,latitude,longitude,rating,user_ratings_total,price_level,all_types,search_type,area,business_status,photos,all_search_types,regional_types,primary_cuisine,specific_types,popularity_score,formatted_address,formatted_phone_number,website,opening_hours_text,detail_types,specific_type_1,specific_type_2,specific_type_3
ChIJE1bnSP9YwokRDK7Zxnt23gE,Del Frisco's Double Eagle Steakhouse,"1221 Avenue of the Americas, New York",40.7594099,-73.98222,4.5,5423,4,"[""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",seafood_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcKQ3vyfrG-FhjphQEp5AaNIExf6PQammA_IDC3HkgUnLlEWxA923fsi1iRjCjHRxahc7HCotO7BzBMhrsx2KyrHjFHENZPq52L1DqBK4Eko8AdZcV5BC8j611hBBDYtVBmpOcuDRtwRqkNglbejkn_H9uMaKIp04fCYNsI0yFsdZDLhnt0Q7atTGChG7lvvk7GYrW1__I0qKAv_RuE3oZDBZyjjfXsXZHTbaJqGcQKMemZJA1FKlz-Gsv5CvRh3MuTX-Q1lpgsaAmg_pzFX98_Pinm092INPKxwx8GvwJv3lICo7NfCCMp7aiCudL0SmL37Pn9XxrU'],"[""steak_house"", ""restaurant"", ""seafood_restaurant""]",,,"seafood_restaurant, steak_house",4500,"1221 Ave of the Americas, New York, NY 10020, USA",(212) 575-5129,https://www.delfriscos.com/location/del-friscos-double-eagle-steakhouse-new-york-ny/,"[""Monday: 11:00\u202fAM\u2009\u2013\u200910:00\u202fPM"", ""Tuesday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Wednesday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Thursday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Friday: 11:00\u202fAM\u2009\u2013\u200911:00\u202fPM"", ""Saturday: 4:00\u2009\u2013\u200911:00\u202fPM"", ""Sunday: 4:00\u2009\u2013\u200910:00\u202fPM""]","[""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",seafood_restaurant, steak_house,
ChIJpY9Tg01YwokRCr_aQpDrqgk,YOTEL New York Times Square,"570 Tenth Avenue At, West 42nd Street, New York",40.7591608,-73.9954657,3.9,8728,0,"[""bar"", ""lodging"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcKl4iNwVsMybatD990YEWCGFQ11SG7Jy8hPhrId3rWVv4Me6lnnCiRR1j7mTf_XfLFDWA0urB1OK9PveQ5-VQi7ik0x6WHcdS-QoGC9ebAC5YbB09rfSg__D6u6XbriY-DLoSEz3-ESOYV-k3k1fG_mr6FpizYAiW8g88Ir5qYUeZ0zcRw8s1GOB6BkYymj-tKqFePsvJugQTwwfOOrXbgxKq9Qt4solyHV-1f7N7H-yfUQysvV1AcujCJnLi23GxMjOg_3i98Izjv8w3G8Fzls56JD1WtJiO6e9RxtnuDN8VNCjcwjlPsWDBebZ0LzgmV6q2rAAks'],["restaurant"],,,,3900,,,,,,,,
ChIJR7SnMP5YwokR-8MZMiv4mJ0,Morton's The Steakhouse,"551 5th Avenue, New York",40.7555508,-73.9791765,4.5,1884,4,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",steak_house,Manhattan Midtown,OPERATIONAL,['AeeoHcIRYyi3mY0AEO82Qe3OENMQbe8W_E-cRhCbUNNjjfRw7yet4RUgnRmw7vO3y_WcPD-y2lqScJIIQlmZKad7S00C0CrGjb1tt9Kw1x3TRufX6y_ViLtS60tyUB4SYx0HNhp1XugDvGVCESJSsEkfbUPxqCAuLZ5hUmVNaU1uwh6NV1OYjVOm4g3BN1aYEOgt4YpW9O4_OBiu4YqjzjYOSKAC7joIxoAslMgp7RSWuX-7tRAtFoYJ4kjiWFpNevRv7s9LVN4_9LWFAfL38O9Dr-GFAITqhQw473iADj_Kt0ksP39zw5irlNpefeaxTnfv4WE6O8eTA4w'],"[""steak_house"", ""restaurant""]",,,steak_house,4500,"551 5th Ave, New York, NY 10017, USA",(212) 972-3315,https://www.mortons.com/location/mortons-the-steakhouse-new-york-ny-manhattan/,"[""Monday: 12:00\u2009\u2013\u20099:00\u202fPM"", ""Tuesday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Wednesday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Thursday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Friday: 12:00\u2009\u2013\u200910:00\u202fPM"", ""Saturday: 4:00\u2009\u2013\u200910:00\u202fPM"", ""Sunday: 4:00\u2009\u2013\u20099:00\u202fPM""]","[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",steak_house,,
ChIJ5804KalZwokRzGll2Rm7nag,Keens Steakhouse,"72 West 36th Street, New York",40.7507861,-73.9864611,4.6,8744,4,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",steak_house,Manhattan Midtown,OPERATIONAL,['AeeoHcKCNUrbSWJrBDiic-ltor9T4EkB_MyEvQRGh6NaorRkhI_LKAPan_pQ9IvazQUULhlcm6Qu6qiS9rMijpFy1QHpnszAuz-dtoe96GGEHPYc0XuAkllS7lUP7fzd63cZmhCywOcrK-Q08XP3v1norv04liVLpYPQSaPjpQyxmtKzAl2H83jIAupJwY_L9R2owIhz-akNuhbejItWhho0R_GdFoIU13Nob7PkN1FLENwXAIiFu2haZn1fiWywmbhIp3r0_63-g4ftbsVCTZAJl5D5xqUGYMYom9Cvo0Xsju81LCqiNwcX29IYnsdVEtVMMDZ8RhTrDOw'],"[""steak_house"", ""restaurant""]",,,steak_house,4600,"72 W 36th St., New York, NY 10018, USA",(212) 947-3636,http://www.keens.com/,"[""Monday: 11:45\u202fAM\u2009\u2013\u200910:30\u202fPM"", ""Tuesday: 11:45\u202fAM\u2009\u2013\u200910:30\u202fPM"", ""Wednesday: 11:45\u202fAM\u2009\u2013\u200910:30\u202fPM"", ""Thursday: 11:45\u202fAM\u2009\u2013\u200910:30\u202fPM"", ""Friday: 11:45\u202fAM\u2009\u2013\u200910:30\u202fPM"", ""Saturday: 5:00\u2009\u2013\u200910:30\u202fPM"", ""Sunday: 5:00\u2009\u2013\u20099:30\u202fPM""]","[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",steak_house,,
ChIJBRoSgwFZwokRUSh30OTrJ6A,Pershing Square,"90 East 42nd Street, New York",40.7520244,-73.9778258,4.2,4510,2,"[""cafe"", ""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""store"", ""establishment""]",restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcKf5xu6mBhNWTipdVVEohHCHbuGVjT2RXAHTiLdk7z_tYfB7QOd6Bsc_kPbmVDzMpJSjbR1d9SYhoOJ9zfJeT07D7iP4O-G8Qt77tvp2Bc63-CZP7bm2yv-ASbre7dywLiwsbnhwVfXmW7up55D7srjkWlP3Uin03F83qu_cWEEeBpE27cV_XoqOx8M2pu_DL_jZlDRxRjbBXviZP0ILwaoSIbAHE_Q8h3pMfy3ccu7eyZuNg7p_88gi4qwFaLIAggMjNnTCAnwgVlZpfzOWc7yI-MEWRiQl3rpMoSO4u28Z0gmw4Z6RfD022vrwGQ5kxvEdFiV1Vw'],["restaurant"],,,,4200,,,,,,,,
ChIJh3tl5lRYwokRtY1QuaZADu0,Hard Rock Cafe,"1501 Broadway, New York",40.7570352,-73.9866112,4.4,23385,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcJ76jKPGkHmpDag2hGbEZ2GWMOMDdS3BlVh94Vi1rM_aUMx4IS-two-wvfFXaPKyXNNuGSqk_t4jv9eV9lwoKI9wU9gBbNz5Ws0ZH7M3UYPQNFy6aHjfw6NuSSK3JtygLQGi3M6yUOJDimgpWmX3HAjQZMNT4elUa4j-LElDa7mGazYdHRgcNff3ivbgbH5K9Yyv3bq6ZKSBiE7dxArvmdlGoZnH5aFiV5n_4DS7Gh5GmS6Q_IZMijaPPI0j9XCzzKUA_YqiIPETCcwqFJ9fAVLY2jkf1IjdZ5DwMQcoVjyM9NS_vxpnZf3Yk3XiPM85I8M0BWp1oY'],["restaurant"],,,,4400,,,,,,,,
ChIJc4euylRYwokRnweuR3UzKYI,Red Lobster,"5 Times Square, New York",40.7559974,-73.9876021,4.2,9643,2,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",seafood_restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcK6RnDxcg1FEfk-Y9NkOF20GOTe04k2pCAcDroK8lBsxl6-_WEMPDqef8QouolrIqxdCwbfMuQsonkxoH0ezglgIwA2LUVb13FUG7BhWpPQaK2hUbueWojcbPkylX50rzPzua7-eq0vzbQJoW94_QujVKfN_c-UjwJ8cZ_ALh1nG34p-NofH2XQCQ2Lf3z-mUhgniM91rYLHkFvK8_w2Z7PI5peR1sJayZjkd49JMsv_lZgsSE5Z1YysLUvspFAHp6IfT_YbaWtvD7mAc13VwF4rUF8OD-e19vOLTjO3T4VU-mPPgyvIw65BzYhLh0gEnpdZRfgUtEfnSCabLbNNT7XP4_VQxNEWv92Cn1gnffVlZ-qSzvnghwDGhEqBwGVd3MdVCrItS6EqcvP9T2y0dgWXhzeReV2QAMlPIYgUqIRfmOBWpSqC494Vh-E5X9exI7FVgBqpaIRQUs_ftNB36-A7UY1rFKtSlYaopmyN5PgeSHiEHZ4alL401rNf_kD1oPJKzaeO2FAms9r4osH_7OIbY_GxEThqx2kngVMIun3NyYBuP6X_bK8qnx1V6CDJYCfHXVzgAKVlQQ-i3mFpJlvsFY4XpF2-7HfuMu3YZs0fwY1vu_jaVdACwITwyz2f0jQ524FxAIydpLMhVBdXqFNqLU'],"[""restaurant"", ""seafood_restaurant""]",,,seafood_restaurant,4200,,,,,,seafood_restaurant,,
ChIJPwTctf9YwokRA_WDoKKwfZE,Sophie's Cuban Cuisine - Midtown West,"21 West 45th Street A, New York",40.7560441,-73.980411,4.3,742,1,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcJwLHq0UABQlxI7lKVBcaPxT0Cujvq4eq3DuQ4l3N6D4zRTdEjUnoZrO8R04Q4DagbHxa4UaAssqId6EsFfmHqDJ9PijGbf1icwVQWzK45bXaWKaojL9EBkBelt0Pd-rDzo1JLC7jWJRzkyNctq7kBsgZnSIBwVgJOnN84xZk14fWHMpYib4WrTSqLZQV1aHRKNYsNrpOv-8jU2agl5g75Qnz6bZWPBig7ufh041XrpXU0rRmr-iuLXjUaCUBq-euGPhU1nGzPRimL03jxuc5QvCvlIalObJJbn4R93j_Wd-6j1djwstEc5X_IUSBix1dGAp4nNvS72fiJVrhm47dDYSlW5MRg3Dp8vvno9BVWKvS2SuHR8Dg-fr10o6K3iqe_BhwUWkDMSDj9Bi5zdJAHqCy0K3ECkPF6Y2_rIhi3zymdiZmdCELX3BxREXF3jxTOJXdAhzdvFWugEVTw5RSfKP3PV9nN-nwXCwQToEmfvhhjMd1iupyerDVvCrLr9hPLS_DvXogTCpmFzMGTwv-OkRuKvnjRyuwXhx_-JdO5epmbln6NGb2v_XKoKdpOTuIAItSWY8AKQ4ohk0pQopoEojLuPSJylwJOaj2pHfCDJ9nRtqm4rDEmFQ5Aic0TpGZa1OQ'],["restaurant"],,,,3190.6,,,,,,,,
ChIJM3wn3VVYwokRvu2kbqBKUsM,Olive Garden Italian Restaurant,"2 Times Square, New York",40.759333,-73.984667,4.1,7112,2,"[""bar"", ""meal_takeaway"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcLWvLojzcGQEAIclAyEMdsypi7Fsd9C7ZF0BTJp1jdIuJsA_144mC-Wscu07_tvIBaMGXtTN7zDLc83GIDwl_w5s0KU2odPEIcopbfwyCDp5MxJUQOIKE4nY06ULwtDex6PdTocrN8-2T4d-l1dYkUWXw0WjkNxAvL1hc6CWr3ZruJv4y6IIomw9YsGnUzSz4hjPHnuuJMwvMxxVIKnKuCqKj_go-EUbWHJZDvaAlF1E8YBltKUEqyiMSnhbYXADcHZFa1sBJLb8pepzf907tnIUNSgHeiJvgcWYngJqZzy5BpUNkHPucv_0DM980MeKokMFzpJFdV0odjxQkXWxJFEL1_sEp2FRFpazty8Q7ppDWzMni8MGeSaU-wsXczRkJYfGc3nVbkBiWlfFJMm-6Z7sukLtsI1VzcASXhdwUpTMYuwzgC8uLgVNLvORlz-FiEwQEgPh99fi87Z_TocTYFuhKOrJXpW_rlnyK6W5rgQTnUtAsxnNOm3hk9S2hnJNU8EqMPJvZOrufp8GVBpcdRZv111Vv_9pZ7kwzUi6u1WsDvgXes9_CIvSNvZxtu0tVMuUeQAmq6m4YTcJJx9hPqNhWWt7770mp2wFANOHFodC6rxSyjMEIlq7S4J31ZR'],["restaurant"],,,,4100,,,,,,,,
ChIJJ91wx65ZwokRnjW2e69Imic,Stout NYC,"133 West 33rd Street, New York",40.749966,-73.989866,4.2,3263,2,"[""bar"", ""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcKSMnFhDqM7BKBM2yPWUwj1151kuJ4fBSbKK5nmDvhxRO59Kopi9zZVOhKcDaWrwPQmSWHkfLjc_LHMvMOFgyavL2StVVwI60jKhHV_XtiyGdbC3pCxx986UPWSDNAlX14l6Mxd1vkwr6PBJ_1xUFaSEc19IOqyA2lIRN6ihCYPHir6NieIf_HSQGEafYoo6RhjM1Hg_SVB7LDbC_8sclh3wCoyRyACv0SDRj4He7yAd04JctoCUdCYUhQvGF1EZ4ZDeuC7eA7Mbc1ruouDj0Rx2tXUiNAIGdGF6b_BkZGaWIBJNVhK5zpSz0imlzZVDEwLmAGB'],["restaurant"],,,,4200,,,,,,,,
ChIJiVXoAFVYwokRaaIaoxYZBeQ,The View Restaurant & Lounge,"1535 Broadway, New York",40.7587252,-73.98622,4.2,3125,4,"[""restaurant"", ""food"", ""point_of_interest"", ""establishment""]",restaurant,Manhattan Midtown,OPERATIONAL,['AeeoHcLqDofYDvF7Ecii0l7eKU8auJoJDW-cIDInkcegiFxzElE_AFQRP_ng-MJyt9d4SHwAtZMycaXRwA0c6UofAMeJ4lqsp-AznEDghL_gwZRLJUoexqD7gGWZY97Rb_etHOzccwRMrkoj32pnNSRmSj7e9ChoRjcAYc0AyJtumPOC0fg3HoP8d2xFHiM84MDhMj4I4RtLvjgbwZpG6bEaUn5Gcue13qmuAA1Wbq_grU8Ma14Sa2BJXDJ7SyN9vbHrFqVuQb70fXG65JGDdSnLjvhHP5tfOnvZ3pEeAhHMWbz-ChAo3TzXWljh4fL-2X22bz2rPkXqwVqrDfOtyE_xKw6TMpj_9dX7RLZ3EOCauHo6H1I721CQE1Km-2iTHhZ8hJOvM6cN4NvqC5fsfUN0E-8Y9S_SMkpsewH8QUKhbhq9-LIs_IKtSU2pvIMQVGukNLSDFZM0Hjs-SCCgwIly1wzkqXJyO--xISh5QF_t6z2kYpuQo2kp9_oznTYn2NtFW-woUc7gddsqNb0jQsrwn3LTdz2HCmwoVmLcYZ5uXeCqE0Fgo7GtSpnluLG79NdX6T5rPG-oHBGHcaVBG4Hv4Iw4Zu0yrg5tCXHwojfqHF8pugZt8rZDAcqUcK-CplZ58yYfxEAH'],["restaurant"],,,,4200,,,,,,,,
